	SubjectID1	SubjectID2	Group1	Group2	Distance
107	L1S208	L1S105	No	No	0.8
108	L1S208	L2S155	No	No	0.9876543209876543
109	L1S208	L2S175	No	No	0.9872611464968153
110	L1S208	L2S204	No	No	0.9868421052631579
111	L1S208	L2S222	No	No	0.9849246231155779
112	L1S208	L3S294	No	No	0.9910714285714286
113	L1S208	L3S313	No	No	0.9831932773109243
114	L1S208	L3S341	No	No	1.0
115	L1S208	L3S360	No	No	0.992
116	L1S208	L5S155	No	No	0.9680851063829787
117	L1S208	L5S174	No	No	0.9801980198019802
118	L1S208	L5S203	No	No	0.9702970297029703
119	L1S208	L5S222	No	No	0.9795918367346939
120	L1S257	L1S57	No	No	0.7755102040816326
121	L1S257	L1S76	No	No	0.7142857142857143
122	L1S257	L1S105	No	No	0.7978723404255319
123	L1S257	L2S155	No	No	0.9865771812080537
124	L1S257	L2S175	No	No	0.9861111111111112
125	L1S257	L2S204	No	No	0.9856115107913669
126	L1S257	L2S222	No	No	0.9838709677419355
127	L1S257	L3S294	No	No	0.98989898989899
128	L1S257	L3S313	No	No	0.9811320754716981
129	L1S257	L3S341	No	No	0.9904761904761905
130	L1S257	L3S360	No	No	0.9819819819819819
131	L1S257	L5S155	No	No	0.9879518072289156
132	L1S257	L5S174	No	No	1.0
133	L1S257	L5S203	No	No	0.9888888888888889
134	L1S257	L5S222	No	No	1.0
135	L1S257	L1S208	No	No	0.45555555555555555
136	L1S281	L1S57	No	No	0.7551020408163265
137	L1S281	L1S76	No	No	0.7209302325581395
138	L1S281	L1S105	No	No	0.8020833333333334
139	L1S281	L2S155	No	No	0.993421052631579
140	L1S281	L2S175	No	No	0.9931972789115646
141	L1S281	L2S204	No	No	0.9929577464788732
142	L1S281	L2S222	No	No	0.9840425531914894
143	L1S281	L3S294	No	No	1.0
144	L1S281	L3S313	No	No	0.9908256880733946
145	L1S281	L3S341	No	No	1.0
146	L1S281	L3S360	No	No	0.9912280701754386
147	L1S281	L5S155	No	No	0.9882352941176471
